Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21394000,22034000,19913000,17586000
Depreciation & amortization,-,5038000,4911000,4767000
Change in working capital,-,-8171000,-4448000,-326000
Inventory,-,-3414000,-1469000,1402000
Other working capital,-,13914000,14002000,18709000
Other non-cash items,-,2603000,795000,1728000
Net cash provided by operating activites,-,19864000,20211000,24024000
Investments in property plant and equipment,-,-5950000,-6209000,-5315000
Purchases of investments,-,-530000,-173000,-528000
Sales/Maturities of investments,-,1118000,874000,37000
Other investing activites,-,-292000,-127000,-38000
Net cash used for investing activites,-,-5540000,-4881000,-5831000
Net change in cash,-,2891000,7249000,10285000
Cash at beginning of period,-,36465000,29215000,18930000
Cash at end of period,-,39357000,36465000,29215000
Operating Cash Flow,-,19864000,20211000,24024000
Capital Expenditure,-,-5950000,-6209000,-5315000
Free Cash Flow,-,13914000,14002000,18709000
