Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2268830,1973741,1616612,1260394
Liabilities,,,,
Total Liabilities,2024036,1752743,1479450,1145028
Stockholders' Equity,,,,
Common Stock,290,301,246,245
Retained Earnings,127637,96234,69508,52619
Accumulated other comprehensive income,4774,-1568,1084,-3275
Total stockholders' equity,244794,220998,137162,115366
Total liabilities and stockholders' equity,2268830,1973741,1616612,1260394
