Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,58287000,58287000,11395000,32253000,19127000
Depreciation & amortization,4379000,4379000,2638000,2240000,2083000
Change in working capital,58693000,58693000,40932000,116276000,49687000
Other working capital,274617000,274617000,128006000,191371000,83788000
Other non-cash items,335971000,335971000,190210000,176148000,131354000
Net cash provided by operating activites,286032000,286032000,147552000,200990000,89098000
Investments in property plant and equipment,-11415000,-11415000,-19546000,-9619000,-5310000
Acquisitions net,-23389000,-23389000,-34928000,-37304000,-65169000
Purchases of investments,-1049949000,-1049949000,-629539000,-1016788000,-710640000
Sales/Maturities of investments,695715000,695715000,437370000,679691000,569024000
Other investing activites,30711000,30711000,-83641000,98730000,15480000
Net cash used for investing activites,-247515000,-247515000,-238373000,-173676000,-104703000
Debt repayment,-1713000,-1713000,0,-38000000,-30000000
Dividends Paid,-4916000,-4916000,-11690000,-7164000,-12257000
Other financing activites,12067000,12067000,3084000,-4109000,-10412000
Net cash used privided by (used for) financing activities,-36075000,-36075000,92963000,-45595000,6270000
Net change in cash,2497000,2497000,2223000,-18460000,-9050000
Cash at beginning of period,50809000,50809000,48586000,67046000,76096000
Cash at end of period,53306000,53306000,50809000,48586000,67046000
Operating Cash Flow,286032000,286032000,147552000,200990000,89098000
Capital Expenditure,-11415000,-11415000,-19546000,-9619000,-5310000
Free Cash Flow,274617000,274617000,128006000,191371000,83788000
