Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,30195,30195,27315,24665,21615
Interest Expense,13204,13204,8909,5688,4899
Income Before Tax,8102,8102,8167,6749,4774
Income Tax Expense,2102,2102,2176,3564,1838
Income from Continuing Operations,6000,6000,5991,3185,2936
Net Income,6000,6000,5991,3185,2936
Net Income available to common shareholders,6000,6000,5991,3185,2936
Basic EPS,-,-,2.49,1.34,1.26
Diluted EPS,-,-,2.40,1.30,1.24
Basic Average Shares,-,-,2404,2369,2330
Diluted Average Shares,-,-,2503,2455,2367
