Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5736975,6027091,6158503,5913876
Liabilities,,,,
Total Liabilities,539355,670259,883368,897132
Stockholders' Equity,,,,
Common Stock,6154374,5667546,5667546,5667546
Retained Earnings,-1359470,-790058,-918861,-1110894
Total stockholders' equity,5441986,5604868,5533482,5261255
Total liabilities and stockholders' equity,5736975,6027091,6158503,5913876
