Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5771000,5802000,6378000,8785000
Depreciation & amortization,-,7201000,6766000,6631000
Change in working capital,-,-3072000,-1907000,1015000
Inventory,-,99000,1141000,-741000
Other working capital,-,2439000,3630000,33770000
Other non-cash items,-,-169000,746000,795000
Net cash provided by operating activites,-,11677000,12085000,41236000
Investments in property plant and equipment,-,-9238000,-8455000,-7466000
Acquisitions net,-,-6160000,-61000,-290000
Purchases of investments,-,-80000,-34000,-173000
Sales/Maturities of investments,-,0,147000,320000
Other investing activites,-,29000,-41000,-290000
Net cash used for investing activites,-,-15280000,-8327000,-7858000
Net change in cash,-,-11049000,-5561000,18651000
Cash at beginning of period,-,27585000,33146000,14494000
Cash at end of period,-,16536000,27585000,33146000
Operating Cash Flow,-,11677000,12085000,41236000
Capital Expenditure,-,-9238000,-8455000,-7466000
Free Cash Flow,-,2439000,3630000,33770000
