Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,6369156000,6096568000,6038333000
Liabilities,,,
Total Liabilities,5998958000,5735316000,5690963000
Stockholders' Equity,,,
Common Stock,36839000,36839000,36839000
Retained Earnings,201322000,192824000,185865000
Total stockholders' equity,354227000,343244000,329736000
Total liabilities and stockholders' equity,6369156000,6096568000,6038333000
