Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,295000,1636000,2077000,1650000
Depreciation & amortization,737000,659000,518000,506000
Change in working capital,21442000,-2933000,-11957000,-7447000
Inventory,-6599000,986000,-15582000,-1925000
Other working capital,20830000,1133000,-8548000,-6911000
Other non-cash items,440000,1823000,2260000,-1522000
Net cash provided by operating activites,21468000,1992000,-7619000,-5894000
Investments in property plant and equipment,-638000,-859000,-929000,-1017000
Purchases of investments,-871000,-867000,-188000,-520000
Sales/Maturities of investments,389000,285000,-,11000
Other investing activites,139000,107000,153000,-336000
Net cash used for investing activites,2348000,-495000,-964000,-1862000
Net change in cash,6209000,2714000,1542000,-1485000
Cash at beginning of period,13913000,13715000,12216000,13702000
Cash at end of period,20272000,16044000,13715000,12216000
Operating Cash Flow,21468000,1992000,-7619000,-5894000
Capital Expenditure,-638000,-859000,-929000,-1017000
Free Cash Flow,20830000,1133000,-8548000,-6911000
