Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,474202,436335,443707,457647
Liabilities,,,,
Total Liabilities,6452,5988,1416,4596
Stockholders' Equity,,,,
Total stockholders' equity,467750,430347,442291,453051
Total liabilities and stockholders' equity,474202,436335,443707,457647
