Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,190752,366141,344701,235764
Depreciation & amortization,-,1206081,1235026,1271232
Change in working capital,-,151614,288273,-139026
Inventory,-,-95249,-18078,9761
Other working capital,-,1516300,1365482,663364
Other non-cash items,-,190188,153389,106608
Net cash provided by operating activites,-,1815604,2053082,1712358
Investments in property plant and equipment,-,-299304,-687600,-1048994
Other investing activites,-,-2707,1473,85
Net cash used for investing activites,-,-302011,-686127,-1048909
Net change in cash,-,1069784,1529249,-46397
Cash at beginning of period,-,3171341,1642091,1688489
Cash at end of period,-,4241125,3171341,1642091
Operating Cash Flow,-,1815604,2053082,1712358
Capital Expenditure,-,-299304,-687600,-1048994
Free Cash Flow,-,1516300,1365482,663364
