Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1111000,186000,440000,1116000
Depreciation & amortization,1587000,1631000,1689000,1620000
Change in working capital,997000,809000,148000,735000
Inventory,-7000,344000,155000,187000
Other working capital,1259000,673000,2043000,494000
Other non-cash items,-1007000,1000,1000,-65000
Net cash provided by operating activites,1908000,1392000,2760000,2947000
Investments in property plant and equipment,-649000,-719000,-717000,-2453000
Purchases of investments,-,-50000,-509000,-
Sales/Maturities of investments,1786000,2337000,-,30000
Other investing activites,1000,4000,-3000,-8000
Net cash used for investing activites,1229000,1718000,-1228000,-2418000
Net change in cash,3097000,2007000,1285000,206000
Cash at beginning of period,18016000,16465000,15180000,14973000
Cash at end of period,20826000,18472000,16465000,15180000
Operating Cash Flow,1908000,1392000,2760000,2947000
Capital Expenditure,-649000,-719000,-717000,-2453000
Free Cash Flow,1259000,673000,2043000,494000
