Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,152134,270595,196998,230401
Depreciation & amortization,254947,156506,173446,109179
Change in working capital,217807,-400595,418526,38165
Other working capital,591136,-116292,815359,215018
Other non-cash items,-25089,-55671,1731,-59039
Net cash provided by operating activites,623985,34014,853312,267240
Investments in property plant and equipment,-32849,-150306,-37953,-52222
Acquisitions net,-,-74260,-722283,-
Purchases of investments,-320724,-276832,-544346,-152007
Sales/Maturities of investments,-,-,340786,65631
Other investing activites,24610,17479,637745,-126155
Net cash used for investing activites,-1952206,-474717,-324363,-264753
Net change in cash,-606180,-978474,2442479,-104044
Cash at beginning of period,3255829,4219277,1740175,1844219
Cash at end of period,2649649,3277348,4219277,1740175
Operating Cash Flow,623985,34014,853312,267240
Capital Expenditure,-32849,-150306,-37953,-52222
Free Cash Flow,591136,-116292,815359,215018
