Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1547025000,1483198000,1447470000
Liabilities,,,
Total Liabilities,1465515000,1400712000,1366635000
Stockholders' Equity,,,
Common Stock,10000000,0,10000000
Retained Earnings,51939000,49727000,46663000
Total stockholders' equity,81105000,82108000,80481000
Total liabilities and stockholders' equity,1547025000,1483198000,1447470000
