Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,800291,674943,493981,392379
Liabilities,,,,
Total Liabilities,66269,54510,46370,37010
Stockholders' Equity,,,,
Common Stock,243150,218877,115250,111073
Retained Earnings,488372,345618,291736,222989
Accumulated other comprehensive income,2500,55938,40625,21307
Total stockholders' equity,734022,620433,447611,355369
Total liabilities and stockholders' equity,800291,674943,493981,392379
