Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1074,-847.342,-467.901,-354.923,-92.024
Purchases of investments,-,88.761,-16.507,-,-7.5
Sales/Maturities of investments,-,88.761,-,-,-
Other investing activites,-7.85,-1.8,79.996,-138.413,-
Net cash used for investing activites,-828.204,-720.381,-204.412,-493.336,-99.524
Dividends Paid,-,-66.61,-6.875,-,-2.593
Net cash used privided by (used for) financing activities,992.732,-66.61,-6.875,-,-2.593
Net change in cash,-679.244,-1404,-970.915,-888.558,-567.068
Cash at beginning of period,1290,2312,3283,4172,4739
Cash at end of period,610.517,908.486,2312,3283,4172
Capital Expenditure,-1074,-847.342,-467.901,-354.923,-92.024
Free Cash Flow,-1917,-1464,-1228,-750.145,-556.975
