Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4639000,5183000,6771000,6388000
Depreciation & amortization,-,1949000,2155000,2143000
Change in working capital,-,33212000,-18397000,12111000
Other working capital,-,29208000,-23094000,21657000
Other non-cash items,-,-9949000,-8826000,30468000
Net cash provided by operating activites,-,30659000,-19686000,23856000
Investments in property plant and equipment,-,-1451000,-3408000,-2199000
Purchases of investments,-,-194740000,-158906000,-170748000
Sales/Maturities of investments,-,191819000,176578000,161950000
Other investing activites,-,1000,-1000,-
Net cash used for investing activites,-,-4367000,14263000,-10978000
Net change in cash,-,27669000,-7300000,13306000
Cash at beginning of period,-,119772000,127073000,113766000
Cash at end of period,-,147441000,119772000,127073000
Operating Cash Flow,-,30659000,-19686000,23856000
Capital Expenditure,-,-1451000,-3408000,-2199000
Free Cash Flow,-,29208000,-23094000,21657000
