Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5806000,5532000,5352000,2720000
Depreciation & amortization,-,4611000,4674000,4783000
Stock based compensation,-,60000,56000,56000
Change in working capital,-,-2047000,1279000,-641000
Inventory,-,-1642000,-618000,-542000
Other working capital,-,2144000,9108000,3864000
Other non-cash items,-,-622000,684000,249000
Net cash provided by operating activites,-,7458000,12463000,8408000
Investments in property plant and equipment,-,-5314000,-3355000,-4544000
Acquisitions net,-,-,-,-1364000
Purchases of investments,-,-70000,-72000,-21000
Sales/Maturities of investments,-,0,208000,570000
Other investing activites,-,-272000,-35000,22000
Net cash used for investing activites,-,-5573000,-2929000,-5233000
Net change in cash,-,-231000,6807000,4422000
Cash at beginning of period,-,24447000,17200000,12777000
Cash at end of period,-,24215000,24447000,17200000
Operating Cash Flow,-,7458000,12463000,8408000
Capital Expenditure,-,-5314000,-3355000,-4544000
Free Cash Flow,-,2144000,9108000,3864000
