Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,59652000,49547000,41862000,39034000
Depreciation & amortization,14982000,10073000,7217000,5348000
Change in working capital,2070000,-913000,794000,-4773000
Inventory,1169000,1231000,3185000,-292000
Other working capital,73613000,46646000,14529000,8081000
Other non-cash items,3416000,-1309000,-10790000,-13284000
Net cash provided by operating activites,93064000,63280000,27839000,17100000
Investments in property plant and equipment,-19451000,-16634000,-13310000,-9019000
Purchases of investments,-103228000,-106565000,-72042000,-21350000
Sales/Maturities of investments,42491000,28175000,30910000,21933000
Other investing activites,3693000,1828000,5483000,-610000
Net cash used for investing activites,-71170000,-89019000,-44988000,-9011000
Net change in cash,92580000,-2571000,66860000,65044000
Cash at beginning of period,165001000,185813000,119323000,52924000
Cash at end of period,257977000,186325000,185813000,119323000
Operating Cash Flow,93064000,63280000,27839000,17100000
Capital Expenditure,-19451000,-16634000,-13310000,-9019000
Free Cash Flow,73613000,46646000,14529000,8081000
