Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,7045828,6937212,5704380,5064557
Liabilities,,,,
Total Liabilities,6431364,6356067,5154635,4660182
Stockholders' Equity,,,,
Common Stock,447784,456378,458570,2262
Retained Earnings,165236,129806,102459,407648
Accumulated other comprehensive income,1444,-5039,-7001,-5535
Total stockholders' equity,614464,581145,549745,404375
Total liabilities and stockholders' equity,7045828,6937212,5704380,5064557
