Breakdown,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Net Income,1302116,1350494,1365446,1319374,1341153
Depreciation & amortization,-,1129640,1179010,1047818,1118546
Change in working capital,-,-3532,147970,-221133,224425
Inventory,-,-74026,-10963,5983,-1288
Other working capital,-,712185,2672461,-1091448,2254948
Other non-cash items,-,-66822,339452,-711933,26131
Net cash provided by operating activites,-,2049776,3624627,1197514,2599145
Investments in property plant and equipment,-,-1337591,-952166,-2288962,-344197
Acquisitions net,-,-,-,-380700,-
Purchases of investments,-,-,-46200,-,-
Other investing activites,-,-839417,-187002,-863687,12928
Net cash used for investing activites,-,-2094977,-1185368,-3533349,-323069
Net change in cash,-,-132326,1137079,-1641505,928224
Cash at beginning of period,-,5200196,3731207,5372713,4444489
Cash at end of period,-,5067870,5200196,3731207,5372713
Operating Cash Flow,-,2049776,3624627,1197514,2599145
Capital Expenditure,-,-1337591,-952166,-2288962,-344197
Free Cash Flow,-,712185,2672461,-1091448,2254948
