Breakdown,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Net Income,5801207,5801207,5463773,3964641,3416494
Depreciation & amortization,2479887,2479887,2312241,1971001,1568188
Change in working capital,-78232,-78232,510987,183964,681396
Other working capital,-3334066,-3334066,-27490917,-17924910,-47621395
Other non-cash items,540177,540177,630397,253451,404802
Net cash provided by operating activites,8279919,8279919,8474112,5980353,5770082
Investments in property plant and equipment,-11613985,-11613985,-35965029,-23905263,-53391477
Purchases of investments,-170468,-170468,-334896,-,-
Other investing activites,-,-,240221,38410,784952
Net cash used for investing activites,-11749054,-11749054,-36059704,-23866853,-52606525
Net change in cash,-117306,-117306,2616546,-944806,5193535
Cash at beginning of period,21421787,21421787,18624747,17973201,12563943
Cash at end of period,21304481,21304481,21241294,17028395,17757479
Operating Cash Flow,8279919,8279919,8474112,5980353,5770082
Capital Expenditure,-11613985,-11613985,-35965029,-23905263,-53391477
Free Cash Flow,-3334066,-3334066,-27490917,-17924910,-47621395
