Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4284000,6548000,6028000,4395000
Depreciation & amortization,-,8128000,8059000,7111000
Change in working capital,-,1344000,788000,3915000
Inventory,-,449000,1252000,3662000
Other working capital,-,8772000,9468000,13400000
Other non-cash items,-,-1704000,160000,3618000
Net cash provided by operating activites,-,14511000,14541000,18192000
Investments in property plant and equipment,-,-5739000,-5073000,-4792000
Acquisitions net,-,-1604000,-3140000,-869000
Purchases of investments,-,-102000,-375000,-118000
Sales/Maturities of investments,-,1000,6000,0
Other investing activites,-,673000,-888000,533000
Net cash used for investing activites,-,-6667000,-9053000,-4954000
Net change in cash,-,236000,-2004000,-706000
Cash at beginning of period,-,12698000,14703000,15499000
Cash at end of period,-,12935000,12698000,14703000
Operating Cash Flow,-,14511000,14541000,18192000
Capital Expenditure,-,-5739000,-5073000,-4792000
Free Cash Flow,-,8772000,9468000,13400000
