Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,1459173,1459173,1316789,1147404,1038874
Interest Expense,330223,330223,205907,114392,90264
Income Before Tax,480101,480101,460133,389997,331854
Income Tax Expense,124404,124404,116967,132315,124979
Income from Continuing Operations,355697,355697,343166,257682,206875
Net Income,355697,355697,343166,257682,206875
Net Income available to common shareholders,347497,347497,334966,247904,192362
Basic EPS,-,-,5.95,4.53,3.83
Diluted EPS,-,-,5.86,4.40,3.66
Basic Average Shares,-,-,56300,54703,50278
Diluted Average Shares,-,-,57208,56686,54272
