Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,29747000,33420000,29856000,25894000
Depreciation & amortization,15115000,12359000,10080000,8949000
Change in working capital,-1839000,-796000,-9736000,-509000
Inventory,-11357000,-14432000,-4681000,2055000
Other working capital,12828000,22561000,13561000,5816000
Other non-cash items,948000,-5471000,-364000,1151000
Net cash provided by operating activites,40488000,39982000,32406000,26023000
Investments in property plant and equipment,-27660000,-17421000,-18845000,-20207000
Acquisitions net,0,-12513000,-140000,-480000
Purchases of investments,-8570000,-12119000,-33711000,-48402000
Sales/Maturities of investments,20157000,10564000,23349000,44664000
Other investing activites,-1252000,-81000,-2803000,6133000
Net cash used for investing activites,-16936000,-31189000,-26950000,-18005000
Net change in cash,-5590000,-24169000,-10984000,-21681000
Cash at beginning of period,57074000,80464000,89223000,100236000
Cash at end of period,52702000,56295000,78239000,76723000
Operating Cash Flow,40488000,39982000,32406000,26023000
Capital Expenditure,-27660000,-17421000,-18845000,-20207000
Free Cash Flow,12828000,22561000,13561000,5816000
