Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3738057,4099023,3174792,4127958
Depreciation & amortization,-,1309325,1115037,789577
Change in working capital,-,-1081658,-926982,212754
Inventory,-,-1313508,-563569,233041
Other working capital,-,3182577,1673886,1475135
Other non-cash items,-,-387402,-347286,-1129079
Net cash provided by operating activites,-,4220198,3373622,4137185
Investments in property plant and equipment,-,-1037621,-1699736,-2662050
Acquisitions net,-,-,-122680,-
Purchases of investments,-,-3503426,-3086836,-3211393
Sales/Maturities of investments,-,2887270,3500048,4163459
Other investing activites,-,-,1,2
Net cash used for investing activites,-,-1045932,-495049,-1564090
Net change in cash,-,2106655,1856516,1586120
Cash at beginning of period,-,12239806,10383290,8797170
Cash at end of period,-,14346462,12239806,10383290
Operating Cash Flow,-,4220198,3373622,4137185
Capital Expenditure,-,-1037621,-1699736,-2662050
Free Cash Flow,-,3182577,1673886,1475135
