Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3897208000,3833697000,3667586000
Liabilities,,,
Total Liabilities,3661474000,3597044000,3439995000
Stockholders' Equity,,,
Common Stock,25090000,25090000,25090000
Retained Earnings,139076000,134213000,128758000
Total stockholders' equity,235114000,235991000,223184000
Total liabilities and stockholders' equity,3897208000,3833697000,3667586000
