Breakdown,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Total Assets,1015156,948439,915386,717772
Liabilities,,,,
Total Liabilities,87674,75244,120374,103850
Stockholders' Equity,,,,
Common Stock,1128,1121,1116,1116
Retained Earnings,689137,640836,566603,385519
Total stockholders' equity,927482,873195,795012,613922
Total liabilities and stockholders' equity,1015156,948439,915386,717772
