Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,373670,307055,314976,219193
Liabilities,,,,
Total Liabilities,15799,13272,20550,24176
Stockholders' Equity,,,,
Common Stock,4895,4570,4260,4260
Total stockholders' equity,357871,293783,294426,195017
Total liabilities and stockholders' equity,373670,307055,314976,219193
