Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9740000,11515000,12154000,12281000
Depreciation & amortization,-,10669000,10268000,10465000
Change in working capital,-,-1193000,-1772000,-4439000
Inventory,-,-2081000,-638000,-1458000
Other working capital,-,10341000,12357000,14217000
Other non-cash items,-,1218000,2097000,3669000
Net cash provided by operating activites,-,24824000,26882000,27651000
Investments in property plant and equipment,-,-14483000,-14525000,-13434000
Acquisitions net,-,-,-2474000,-
Purchases of investments,-,-266000,-1282000,-904000
Sales/Maturities of investments,-,100000,54000,1061000
Other investing activites,-,772000,-3236000,-583000
Net cash used for investing activites,-,-14315000,-19734000,-12127000
Net change in cash,-,-490000,5977000,6022000
Cash at beginning of period,-,37312000,31334000,24928000
Cash at end of period,-,37047000,37312000,31334000
Operating Cash Flow,-,24824000,26882000,27651000
Capital Expenditure,-,-14483000,-14525000,-13434000
Free Cash Flow,-,10341000,12357000,14217000
