Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5255000,5170000,3931000,4742000
Depreciation & amortization,-,1486000,1581000,1235000
Change in working capital,-,-1146000,-2248000,1128000
Inventory,-,-2707000,1292000,-432000
Other working capital,-,5567000,4431000,7034000
Other non-cash items,-,659000,1713000,1414000
Net cash provided by operating activites,-,6236000,5175000,7769000
Investments in property plant and equipment,-,-669000,-744000,-735000
Acquisitions net,-,-,-,-789000
Purchases of investments,-,-95000,-110000,-69000
Sales/Maturities of investments,-,-,-,5000
Other investing activites,-,-68000,-41000,47000
Net cash used for investing activites,-,-805000,-868000,-1531000
Net change in cash,-,2819000,1625000,3355000
Cash at beginning of period,-,24977000,23352000,19997000
Cash at end of period,-,27796000,24977000,23352000
Operating Cash Flow,-,6236000,5175000,7769000
Capital Expenditure,-,-669000,-744000,-735000
Free Cash Flow,-,5567000,4431000,7034000
