Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,6265275000,5741767000,5537292000
Liabilities,,,
Total Liabilities,5909416000,5384376000,5194531000
Stockholders' Equity,,,
Common Stock,20000000,20000000,20000000
Retained Earnings,232337000,223649000,213945000
Total stockholders' equity,355858000,357390000,338293000
Total liabilities and stockholders' equity,6265275000,5741767000,5537292000
