Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-548.075,-548.075,-696.292,-623.011,-813.776
Purchases of investments,-16932,-16932,-17895,-19272,-20365
Sales/Maturities of investments,17895,17895,19272,20365,21571
Net cash used for investing activites,414.861,414.861,681.15,537.424,392.405
Other financing activites,-49.972,-49.972,-,-,-
Net cash used privided by (used for) financing activities,-49.972,-49.972,-,-,-
Net change in cash,84.87,84.87,258.04,-66.744,-12.108
Cash at beginning of period,369.679,369.679,111.639,178.383,190.491
Cash at end of period,454.549,454.549,369.679,111.639,178.383
Capital Expenditure,-548.075,-548.075,-696.292,-623.011,-813.776
Free Cash Flow,-828.094,-828.094,-1119,-1227,-1218
