Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16282000,13863000,14384000,14225000
Depreciation & amortization,-,6441000,6455000,6671000
Change in working capital,-,-5123000,25101000,6284000
Inventory,-,-5394000,499000,1653000
Other working capital,-,9629000,42972000,7501000
Other non-cash items,-,-3664000,-3520000,-3524000
Net cash provided by operating activites,-,13428000,51978000,16062000
Investments in property plant and equipment,-,-3799000,-9006000,-8561000
Acquisitions net,-,-791000,-30000,-2499000
Purchases of investments,-,-2952000,-3329000,-459000
Sales/Maturities of investments,-,2000,4000,2398000
Other investing activites,-,-90000,-278000,-438000
Net cash used for investing activites,-,-7649000,-12448000,-6294000
Net change in cash,-,11109000,35775000,-132000
Cash at beginning of period,-,63671000,27721000,27854000
Cash at end of period,-,75382000,63671000,27721000
Operating Cash Flow,-,13428000,51978000,16062000
Capital Expenditure,-,-3799000,-9006000,-8561000
Free Cash Flow,-,9629000,42972000,7501000
