Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14897000,15379000,17334000,14216000
Depreciation & amortization,-,18531000,18113000,17314000
Change in working capital,-,-10374000,-9086000,-3351000
Inventory,-,-8086000,-10642000,-1300000
Other working capital,-,1696000,479000,5717000
Other non-cash items,-,4055000,5645000,3417000
Net cash provided by operating activites,-,24693000,28504000,30179000
Investments in property plant and equipment,-,-22997000,-28025000,-24462000
Acquisitions net,-,-13000,-2144000,-
Purchases of investments,-,-2553000,-182000,-1472000
Sales/Maturities of investments,-,1767000,6962000,15537000
Other investing activites,-,5321000,55000,539000
Net cash used for investing activites,-,-16803000,-21742000,-7445000
Net change in cash,-,-8153000,-862000,11124000
Cash at beginning of period,-,24318000,25181000,14056000
Cash at end of period,-,16165000,24318000,25181000
Operating Cash Flow,-,24693000,28504000,30179000
Capital Expenditure,-,-22997000,-28025000,-24462000
Free Cash Flow,-,1696000,479000,5717000
