Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1754655,1402664,1340096,1190931
Depreciation & amortization,-,703796,664332,618316
Change in working capital,-,-226220,-857803,-25536
Inventory,-,-33222,-232444,192012
Other working capital,-,46926,618875,697437
Other non-cash items,-,40886,10621,-67498
Net cash provided by operating activites,-,1886994,1265824,1895805
Investments in property plant and equipment,-,-1840068,-646949,-1198368
Purchases of investments,-,-168581,-15035,-117764
Sales/Maturities of investments,-,100165,-,-
Other investing activites,-,-10639,-87551,-54063
Net cash used for investing activites,-,-1919123,-749535,-1370195
Net change in cash,-,-547851,1364465,110344
Cash at beginning of period,-,6840217,5475752,5365407
Cash at end of period,-,6292366,6840217,5475752
Operating Cash Flow,-,1886994,1265824,1895805
Capital Expenditure,-,-1840068,-646949,-1198368
Free Cash Flow,-,46926,618875,697437
