Breakdown,11/30/2019,11/30/2018,11/30/2017,11/30/2016
Total Assets,318903,296440,306490,248203
Liabilities,,,,
Total Liabilities,17733,15456,13198,20915
Stockholders' Equity,,,,
Common Stock,10139,10139,10139,8915
Total stockholders' equity,301170,280984,293292,227288
Total liabilities and stockholders' equity,318903,296440,306490,248203
