Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,699390,801989,657229,492278
Depreciation & amortization,-,609840,646426,793553
Change in working capital,-,-168989,-394489,-221749
Inventory,-,-105554,-68852,101079
Other working capital,-,1005992,727981,459768
Other non-cash items,-,213129,35120,-39760
Net cash provided by operating activites,-,1231945,980213,1057711
Investments in property plant and equipment,-,-225953,-252232,-597943
Acquisitions net,-,-,-62611,-
Purchases of investments,-,-190248,-76048,-
Sales/Maturities of investments,-,189434,0,-
Other investing activites,-,1,15247,25040
Net cash used for investing activites,-,-226329,-365604,-562570
Net change in cash,-,833193,463356,247541
Cash at beginning of period,-,2988825,2525468,2277927
Cash at end of period,-,3822019,2988825,2525468
Operating Cash Flow,-,1231945,980213,1057711
Capital Expenditure,-,-225953,-252232,-597943
Free Cash Flow,-,1005992,727981,459768
