Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6143639,5864116,5547037,3614862
Liabilities,,,,
Total Liabilities,5291238,5099886,4854058,3246761
Stockholders' Equity,,,,
Common Stock,429514,434453,432794,147287
Retained Earnings,417764,341738,264331,225921
Accumulated other comprehensive income,5123,-11961,-4146,-5107
Total stockholders' equity,852401,764230,692979,368101
Total liabilities and stockholders' equity,6143639,5864116,5547037,3614862
